Elapsed_s,Generated_W,Consumed_W,Net_W,Illumination
1886400.0,38.25,30.775,7.475000000000001,1.0
1890000.0,38.25,30.775,7.475000000000001,1.0
1893600.0,38.25,30.775,7.475000000000001,1.0
1897200.0,38.25,30.775,7.475000000000001,1.0
1900800.0,38.25,30.775,7.475000000000001,1.0
1904400.0,38.25,30.775,7.475000000000001,1.0
1908000.0,38.25,30.775,7.475000000000001,1.0
1911600.0,38.25,30.775,7.475000000000001,1.0
1915200.0,38.25,30.775,7.475000000000001,1.0
1918800.0,38.25,30.775,7.475000000000001,1.0
1922400.0,38.25,30.775,7.475000000000001,1.0
1926000.0,38.25,30.775,7.475000000000001,1.0
1929600.0,38.25,30.775,7.475000000000001,1.0
1933200.0,38.25,30.775,7.475000000000001,1.0
1936800.0,38.25,30.775,7.475000000000001,1.0
1940400.0,38.25,30.775,7.475000000000001,1.0
1944000.0,38.25,30.775,7.475000000000001,1.0
1947600.0,38.25,30.775,7.475000000000001,1.0
1951200.0,38.25,30.775,7.475000000000001,1.0
